Asset IP Address,Service Port,Vulnerability Test Result Code,Vulnerability ID,Vulnerability CVE IDs,Vulnerability Severity Level,Vulnerability Title,Distribution,State
Server,0,vv,ubuntu-cve-2023-6779,CVE-2023-6779,4,Ubuntu: (Multiple Advisories) (CVE-2023-6779): GNU C Library vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2023-6780,CVE-2023-6780,4,Ubuntu: (Multiple Advisories) (CVE-2023-6780): GNU C Library vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2023-6816,CVE-2023-6816,4,Ubuntu: (Multiple Advisories) (CVE-2023-6816): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2023-6816,CVE-2023-6816,4,Ubuntu: (Multiple Advisories) (CVE-2023-6816): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2023-6918,CVE-2023-6918,4,Ubuntu: (Multiple Advisories) (CVE-2023-6918): libssh vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2023-7104,CVE-2023-7104,4,Ubuntu: (Multiple Advisories) (CVE-2023-7104): SQLite vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-0229,CVE-2024-0229,4,Ubuntu: (Multiple Advisories) (CVE-2024-0229): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-0229,CVE-2024-0229,4,Ubuntu: (Multiple Advisories) (CVE-2024-0229): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-0408,CVE-2024-0408,4,Ubuntu: (Multiple Advisories) (CVE-2024-0408): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-0408,CVE-2024-0408,4,Ubuntu: (Multiple Advisories) (CVE-2024-0408): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-0409,CVE-2024-0409,4,Ubuntu: (Multiple Advisories) (CVE-2024-0409): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-0409,CVE-2024-0409,4,Ubuntu: (Multiple Advisories) (CVE-2024-0409): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-0553,CVE-2024-0553,4,Ubuntu: (Multiple Advisories) (CVE-2024-0553): GnuTLS vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-0567,CVE-2024-0567,4,Ubuntu: (Multiple Advisories) (CVE-2024-0567): GnuTLS vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-0727,CVE-2024-0727,4,Ubuntu: (Multiple Advisories) (CVE-2024-0727): OpenSSL vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-2004,CVE-2024-2004,4,Ubuntu: (Multiple Advisories) (CVE-2024-2004): curl vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-21885,CVE-2024-21885,4,Ubuntu: (Multiple Advisories) (CVE-2024-21885): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-21885,CVE-2024-21885,4,Ubuntu: (Multiple Advisories) (CVE-2024-21885): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-21886,CVE-2024-21886,4,Ubuntu: (Multiple Advisories) (CVE-2024-21886): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-21886,CVE-2024-21886,4,Ubuntu: (Multiple Advisories) (CVE-2024-21886): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-22195,CVE-2024-22195,4,Ubuntu: (Multiple Advisories) (CVE-2024-22195): Jinja2 vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-22365,CVE-2024-22365,4,Ubuntu: (Multiple Advisories) (CVE-2024-22365): PAM vulnerability,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-23206,CVE-2024-23206,4,Ubuntu: (Multiple Advisories) (CVE-2024-23206): WebKitGTK vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-23213,CVE-2024-23213,4,Ubuntu: (Multiple Advisories) (CVE-2024-23213): WebKitGTK vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-23222,CVE-2024-23222,4,Ubuntu: (Multiple Advisories) (CVE-2024-23222): WebKitGTK vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-2398,CVE-2024-2398,4,Ubuntu: (Multiple Advisories) (CVE-2024-2398): curl vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-24246,CVE-2024-24246,4,Ubuntu: (Multiple Advisories) (CVE-2024-24246): QPDF vulnerability,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-24806,CVE-2024-24806,4,Ubuntu: (Multiple Advisories) (CVE-2024-24806): libuv vulnerability,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-25062,CVE-2024-25062,4,Ubuntu: (Multiple Advisories) (CVE-2024-25062): libxml2 vulnerability,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-25629,CVE-2024-25629,4,Ubuntu: (Multiple Advisories) (CVE-2024-25629): c-ares vulnerability,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-26130,CVE-2024-26130,4,Ubuntu: (Multiple Advisories) (CVE-2024-26130): python-cryptography vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-28085,CVE-2024-28085,4,Ubuntu: (Multiple Advisories) (CVE-2024-28085): util-linux vulnerability,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-28757,CVE-2024-28757,4,Ubuntu: (Multiple Advisories) (CVE-2024-28757): Expat vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-31080,CVE-2024-31080,4,Ubuntu: (Multiple Advisories) (CVE-2024-31080): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-31081,CVE-2024-31081,4,Ubuntu: (Multiple Advisories) (CVE-2024-31081): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-31082,CVE-2024-31082,4,Ubuntu: (Multiple Advisories) (CVE-2024-31082): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,vv,ubuntu-cve-2024-31083,CVE-2024-31083,4,Ubuntu: (Multiple Advisories) (CVE-2024-31083): X.Org X Server vulnerabilities,Ubuntu,freshly installed
Server,0,ve,linux-icmp-redirect,,7,ICMP redirection enabled,Ubuntu,freshly installed
Server,0,ve,unix-partition-mounting-weakness,,2,Partition Mounting Weakness,Ubuntu,freshly installed
Server,22,vv,ssh-weak-message-authentication-code-algorithms,,4,SSH Weak Message Authentication Code Algorithms,Ubuntu,freshly installed
Server,0,ve,unix-umask-unsafe,,4,User umask value is unsafe,Ubuntu,freshly installed
Server,0,ve,linux-grub-missing-passwd,,5,No password for Grub,Ubuntu,freshly installed
