Vulnerability Name,Risk Severity,CVSS Score,Vulnerability CVE IDs,Distribution,OS State,Hardware Configuration,Vulnerability Scanner
Ubuntu: Security Advisory (USN-6557-1),High,7.8,"CVE-2022-1725, CVE-2022-1771, CVE-2022-1886, CVE-2022-1897, CVE-2022-2000, CVE-2022-2042, CVE-2023-46246, CVE-2023-48231, CVE-2023-48232, CVE-2023-48233, CVE-2023-48234, CVE-2023-48235, CVE-2023-48236, CVE-2023-48237, CVE-2023-48706",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6555-1),High,7.8,"CVE-2023-6377, CVE-2023-6478",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6453-1),High,7.8,"CVE-2023-5367, CVE-2023-5380",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6557-1),High,7.8,"CVE-2022-1725, CVE-2022-1771, CVE-2022-1886, CVE-2022-1897, CVE-2022-2000, CVE-2022-2042, CVE-2023-46246, CVE-2023-48231, CVE-2023-48232, CVE-2023-48233, CVE-2023-48234, CVE-2023-48235, CVE-2023-48236, CVE-2023-48237, CVE-2023-48706",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6452-1),High,7.8,"CVE-2023-3896, CVE-2023-4733, CVE-2023-4734, CVE-2023-4735, CVE-2023-4738, CVE-2023-4750, CVE-2023-4751, CVE-2023-4752, CVE-2023-4781, CVE-2023-5344, CVE-2023-5441, CVE-2023-5535",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6471-1),High,7.8,CVE-2022-33065,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6471-1),High,7.8,CVE-2022-33065,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6620-1),High,7.8,"CVE-2023-6246, CVE-2023-6779, CVE-2023-6780",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6485-1),High,7.8,CVE-2023-23583,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6555-1),High,7.8,"CVE-2023-6377, CVE-2023-6478",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6620-1),High,7.8,"CVE-2023-6246, CVE-2023-6779, CVE-2023-6780",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6453-1),High,7.8,"CVE-2023-5367, CVE-2023-5380",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6557-1),High,7.8,"CVE-2022-1725, CVE-2022-1771, CVE-2022-1886, CVE-2022-1897, CVE-2022-2000, CVE-2022-2042, CVE-2023-46246, CVE-2023-48231, CVE-2023-48232, CVE-2023-48233, CVE-2023-48234, CVE-2023-48235, CVE-2023-48236, CVE-2023-48237, CVE-2023-48706",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6452-1),High,7.8,"CVE-2023-3896, CVE-2023-4733, CVE-2023-4734, CVE-2023-4735, CVE-2023-4738, CVE-2023-4750, CVE-2023-4751, CVE-2023-4752, CVE-2023-4781, CVE-2023-5344, CVE-2023-5441, CVE-2023-5535",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6471-1),High,7.8,CVE-2022-33065,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6452-1),High,7.8,"CVE-2023-3896, CVE-2023-4733, CVE-2023-4734, CVE-2023-4735, CVE-2023-4738, CVE-2023-4750, CVE-2023-4751, CVE-2023-4752, CVE-2023-4781, CVE-2023-5344, CVE-2023-5441, CVE-2023-5535",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6504-1),High,7.7,CVE-2023-5557,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6504-1),High,7.7,CVE-2023-5557,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6504-1),High,7.7,CVE-2023-5557,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6505-1),High,7.5,CVE-2023-44487,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6657-1),High,7.5,"CVE-2023-28450, CVE-2023-50387, CVE-2023-50868",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6658-1),High,7.5,CVE-2024-25062,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6551-1),High,7.5,CVE-2023-46751,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6658-1),High,7.5,CVE-2024-25062,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6644-1),High,7.5,"CVE-2023-52356, CVE-2023-6228, CVE-2023-6277",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6450-1),High,7.5,"CVE-2023-2975, CVE-2023-3446, CVE-2023-3817, CVE-2023-5363",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6551-1),High,7.5,CVE-2023-46751,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6539-1),High,7.5,"CVE-2023-23931, CVE-2023-49083",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6673-1),High,7.5,"CVE-2023-50782, CVE-2024-26130",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6644-1),High,7.5,"CVE-2023-52356, CVE-2023-6228, CVE-2023-6277",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6658-1),High,7.5,CVE-2024-25062,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6505-1),High,7.5,CVE-2023-44487,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6505-1),High,7.5,CVE-2023-44487,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6539-1),High,7.5,"CVE-2023-23931, CVE-2023-49083",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6450-1),High,7.5,"CVE-2023-2975, CVE-2023-3446, CVE-2023-3817, CVE-2023-5363",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6673-1),High,7.5,"CVE-2023-50782, CVE-2024-26130",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6539-1),High,7.5,"CVE-2023-23931, CVE-2023-49083",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6593-1),High,7.5,"CVE-2024-0553, CVE-2024-0567",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6551-1),High,7.5,CVE-2023-46751,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6694-1),High,7.5,"CVE-2023-52425, CVE-2024-28757",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6673-1),High,7.5,"CVE-2023-50782, CVE-2024-26130",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6593-1),High,7.5,"CVE-2024-0553, CVE-2024-0567",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6657-1),High,7.5,"CVE-2023-28450, CVE-2023-50387, CVE-2023-50868",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6694-1),High,7.5,"CVE-2023-52425, CVE-2024-28757",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6644-1),High,7.5,"CVE-2023-52356, CVE-2023-6228, CVE-2023-6277",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6657-1),High,7.5,"CVE-2023-28450, CVE-2023-50387, CVE-2023-50868",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6694-1),High,7.5,"CVE-2023-52425, CVE-2024-28757",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6450-1),High,7.5,"CVE-2023-2975, CVE-2023-3446, CVE-2023-3817, CVE-2023-5363",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6593-1),High,7.5,"CVE-2024-0553, CVE-2024-0567",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6566-1),High,7.3,"CVE-2022-46908, CVE-2023-7104",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6666-1),High,7.3,CVE-2024-24806,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6566-1),High,7.3,"CVE-2022-46908, CVE-2023-7104",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6666-1),High,7.3,CVE-2024-24806,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6566-1),High,7.3,"CVE-2022-46908, CVE-2023-7104",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6666-1),High,7.3,CVE-2024-24806,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6565-1),High,7,"CVE-2021-41617, CVE-2023-51384, CVE-2023-51385",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6565-1),High,7,"CVE-2021-41617, CVE-2023-51384, CVE-2023-51385",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6565-1),High,7,"CVE-2021-41617, CVE-2023-51384, CVE-2023-51385",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6535-1),Medium,6.5,"CVE-2023-46218, CVE-2023-46219",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6622-1),Medium,6.5,"CVE-2023-5678, CVE-2023-6129, CVE-2023-6237, CVE-2024-0727",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6622-1),Medium,6.5,"CVE-2023-5678, CVE-2023-6129, CVE-2023-6237, CVE-2024-0727",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6535-1),Medium,6.5,"CVE-2023-46218, CVE-2023-46219",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6622-1),Medium,6.5,"CVE-2023-5678, CVE-2023-6129, CVE-2023-6237, CVE-2024-0727",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6535-1),Medium,6.5,"CVE-2023-46218, CVE-2023-46219",Ubuntu,freshly installed,Desktop,GVM
Missing Linux Kernel mitigations for L1TF - L1 Terminal Fault hardware vulnerabilities,Medium,6.4,"CVE-2018-3615, CVE-2018-3620, CVE-2018-3646",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6540-1),Medium,6.3,CVE-2023-45866,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6540-1),Medium,6.3,CVE-2023-45866,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6540-1),Medium,6.3,CVE-2023-45866,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6599-1),Medium,6.1,"CVE-2020-28493, CVE-2024-22195",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6599-1),Medium,6.1,"CVE-2020-28493, CVE-2024-22195",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6599-1),Medium,6.1,"CVE-2020-28493, CVE-2024-22195",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6499-1),Medium,5.9,CVE-2023-5981,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6561-1),Medium,5.9,CVE-2023-48795,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6561-1),Medium,5.9,CVE-2023-48795,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6499-1),Medium,5.9,CVE-2023-5981,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6561-1),Medium,5.9,CVE-2023-48795,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6499-1),Medium,5.9,CVE-2023-5981,Ubuntu,freshly installed,Laptop,GVM
Missing Linux Kernel mitigations for MDS - Microarchitectural Data Sampling hardware vulnerabilities,Medium,5.6,"CVE-2018-12126, CVE-2018-12130, CVE-2018-12127, CVE-2019-11091",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6713-1),Medium,5.5,CVE-2024-24246,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6588-1),Medium,5.5,CVE-2024-22365,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6640-1),Medium,5.5,CVE-2023-4641,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6582-1),Medium,5.5,CVE-2023-42883,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6713-1),Medium,5.5,CVE-2024-24246,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6588-1),Medium,5.5,CVE-2024-22365,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6582-1),Medium,5.5,CVE-2023-42883,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6640-1),Medium,5.5,CVE-2023-4641,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6487-1),Medium,5.5,"CVE-2023-38469, CVE-2023-38470, CVE-2023-38471, CVE-2023-38472, CVE-2023-38473",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6487-1),Medium,5.5,"CVE-2023-38469, CVE-2023-38470, CVE-2023-38471, CVE-2023-38472, CVE-2023-38473",Ubuntu,freshly installed,Laptop,GVM
Missing Linux Kernel mitigations for Processor MMIO Stale Data hardware vulnerabilities,Medium,5.5,"CVE-2022-21123, CVE-2022-21125, CVE-2022-21166",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6588-1),Medium,5.5,CVE-2024-22365,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6640-1),Medium,5.5,CVE-2023-4641,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6713-1),Medium,5.5,CVE-2024-24246,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6582-1),Medium,5.5,CVE-2023-42883,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6487-1),Medium,5.5,"CVE-2023-38469, CVE-2023-38470, CVE-2023-38471, CVE-2023-38472, CVE-2023-38473",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6592-1),Medium,5.3,"CVE-2023-6004, CVE-2023-6918",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6592-1),Medium,5.3,"CVE-2023-6004, CVE-2023-6918",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6592-1),Medium,5.3,"CVE-2023-6004, CVE-2023-6918",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6543-1),Medium,5,CVE-2023-39804,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6554-1),Medium,5,CVE-2023-5616,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6719-1),Medium,5,CVE-2024-28085,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6676-1),Medium,5,CVE-2024-25629,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6676-1),Medium,5,CVE-2024-25629,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6663-1),Medium,5,,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6718-1),Medium,5,"CVE-2024-2004, CVE-2024-2398",Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6554-1),Medium,5,CVE-2023-5616,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6664-1),Medium,5,CVE-2022-48624,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6663-1),Medium,5,,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6718-1),Medium,5,"CVE-2024-2004, CVE-2024-2398",Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6663-1),Medium,5,,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6543-1),Medium,5,CVE-2023-39804,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6676-1),Medium,5,CVE-2024-25629,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6719-1),Medium,5,CVE-2024-28085,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6664-1),Medium,5,CVE-2022-48624,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6719-1),Medium,5,CVE-2024-28085,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6664-1),Medium,5,CVE-2022-48624,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6543-1),Medium,5,CVE-2023-39804,Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6718-1),Medium,5,"CVE-2024-2004, CVE-2024-2398",Ubuntu,freshly installed,Laptop,GVM
Ubuntu: Security Advisory (USN-6554-1),Medium,5,CVE-2023-5616,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6477-1),Low,3.3,CVE-2023-4016,Ubuntu,freshly installed,Server,GVM
Ubuntu: Security Advisory (USN-6477-1),Low,3.3,CVE-2023-4016,Ubuntu,freshly installed,Desktop,GVM
Ubuntu: Security Advisory (USN-6477-1),Low,3.3,CVE-2023-4016,Ubuntu,freshly installed,Laptop,GVM
TCP Timestamps Information Disclosure,Low,2.6,,Ubuntu,freshly installed,Laptop,GVM
TCP Timestamps Information Disclosure,Low,2.6,,Ubuntu,freshly installed,Desktop,GVM
TCP Timestamps Information Disclosure,Low,2.6,,Ubuntu,freshly installed,Server,GVM
ICMP Timestamp Reply Information Disclosure,Low,2.1,CVE-1999-0524,Ubuntu,freshly installed,Desktop,GVM
ICMP Timestamp Reply Information Disclosure,Low,2.1,CVE-1999-0524,Ubuntu,freshly installed,Laptop,GVM
ICMP Timestamp Reply Information Disclosure,Low,2.1,CVE-1999-0524,Ubuntu,freshly installed,Server,GVM
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Fedora,fully updated,Laptop,Nessus
OpenJDK 8 <= 8u392 / 11.0.0 <= 11.0.21 / 17.0.0 <= 17.0.9 / 21.0.0 <= 21.0.1 Multiple Vulnerabilities (2024-01-16,High,7.5,"CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20926, CVE-2024-20932, CVE-2024-20945, CVE-2024-20952",Fedora,fully updated,Laptop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Fedora,fully updated,Desktop,Nessus
OpenJDK 8 <= 8u392 / 11.0.0 <= 11.0.21 / 17.0.0 <= 17.0.9 / 21.0.0 <= 21.0.1 Multiple Vulnerabilities (2024-01-16,High,7.5,"CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20926, CVE-2024-20932, CVE-2024-20945, CVE-2024-20952",Fedora,fully updated,Desktop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Fedora,fully updated,Server,Nessus
OpenJDK 8 <= 8u392 / 11.0.0 <= 11.0.21 / 17.0.0 <= 17.0.9 / 21.0.0 <= 21.0.1 Multiple Vulnerabilities (2024-01-16,High,7.5,"CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20926, CVE-2024-20932, CVE-2024-20945, CVE-2024-20952",Fedora,fully updated,Server,Nessus
Fedora 39 : oneVPL / oneVPL-intel-gpu (2023-ea65146fd4),Medium,5.5,"CVE-2023-22338, CVE-2023-22840",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : open-vm-tools (2023-ec8a4d8cde),High,7,,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : mbedtls (2023-0352951853),High,7.5,CVE-2023-43615,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : mod_http2 (2023-492b7be466),High,7.5,"CVE-2023-44487, CVE-2023-45802",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : gdb (2023-89ade611ee),Medium,5.5,"CVE-2022-48064, CVE-2022-48065",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : xorg-x11-server-Xwayland (2023-2eb445d52b),High,7.8,CVE-2023-5367,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : libXpm (2023-c4cf6646b9),Medium,5.5,"CVE-2023-43786, CVE-2023-43788, CVE-2023-43789",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : httpd (2023-606f830772),High,7.5,CVE-2023-31122,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : open-vm-tools (2023-86a50ffc72),High,7.5,"CVE-2023-34058, CVE-2023-34059",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : podman (2023-00c78aad58),High,7,,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : microcode_ctl (2023-e4cb865604),High,7.8,CVE-2023-23583,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : gstreamer1-plugin-libav / gstreamer1-plugins-bad-free / etc (2023-6a4aea6d13),Critical,9.8,"CVE-2023-44429, CVE-2023-44446",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : gst-devtools / gstreamer1 / gstreamer1-doc / python-gstreamer1 (2023-1661e0af22),Critical,9.8,CVE-2023-44429,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : firefox (2023-2bd5892754),High,8.8,"CVE-2023-6204, CVE-2023-6205, CVE-2023-6206, CVE-2023-6207, CVE-2023-6208, CVE-2023-6209, CVE-2023-6210, CVE-2023-6211, CVE-2023-6212, CVE-2023-6213",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : openvpn (2023-d9d55a0bfc),Critical,9.8,"CVE-2023-46849, CVE-2023-46850",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : libcap (2023-ad944c2d34),High,7.8,"CVE-2023-2602, CVE-2023-2603",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : gnutls (2023-e075ac32be),High,7,,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel / kernel-headers / kernel-tools (2023-a7b89262c6),High,7.8,CVE-2023-6111,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : bluez (2023-6a3fe615d3),Medium,6.3,CVE-2023-45866,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : curl (2023-9de8973300),Medium,6.5,"CVE-2023-46218, CVE-2023-46219",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel (2023-4df366ee80),Medium,5.5,CVE-2023-6560,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : xorg-x11-server-Xwayland (2023-93940b58fd),High,7.8,"CVE-2023-6377, CVE-2023-6478",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel (2023-26ffe7d3c7),Medium,5.5,CVE-2023-6622,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : libssh (2023-0733306be9),Medium,5.9,"CVE-2023-48795, CVE-2023-6004, CVE-2023-6918",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : opensc (2023-a854153d7a),Medium,6.6,"CVE-2023-40660, CVE-2023-40661, CVE-2023-4535",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : firefox / nss (2023-9de52d46bd),High,8.8,"CVE-2023-6135, CVE-2023-6856, CVE-2023-6857, CVE-2023-6858, CVE-2023-6859, CVE-2023-6860, CVE-2023-6861, CVE-2023-6863, CVE-2023-6864, CVE-2023-6865, CVE-2023-6866, CVE-2023-6867, CVE-2023-6868, CVE-2023-6869, CVE-2023-6870, CVE-2023-6871, CVE-2023-6872, CVE-2023-6873",Fedora,freshly installed,Laptop,Nessus
OpenSSH < 9.6 Multiple Vulnerabilities,Medium,6.5,"CVE-2023-48795, CVE-2023-51384, CVE-2023-51385",Fedora,freshly installed,Laptop,Nessus
SSH Terrapin Prefix Truncation Weakness (CVE-2023-48795),Medium,5.9,CVE-2023-48795,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : podman (2024-3bb23c77f3),Medium,5.9,CVE-2023-48795,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : espeak-ng (2024-5661c87b25),Medium,5.3,"CVE-2023-49990, CVE-2023-49991, CVE-2023-49992, CVE-2023-49993, CVE-2023-49994",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : openssh (2024-7e301327c2),High,7,,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : xorg-x11-server-Xwayland (2024-da3d410b53),Critical,9.8,"CVE-2023-6816, CVE-2024-0229, CVE-2024-0408, CVE-2024-0409, CVE-2024-21885, CVE-2024-21886",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : qt5-qtbase (2024-d9be3edddb),Critical,9.8,CVE-2024-25580,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel (2024-0eb4a61f45),Medium,5.5,"CVE-2023-6915, CVE-2023-7042",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : ImageMagick (2024-6f8c1d9005),High,7.1,"CVE-2022-48541, CVE-2023-5341",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : coreutils (2024-6b85e8848f),Medium,5.5,CVE-2024-0684,Fedora,freshly installed,Laptop,Nessus
OpenJDK 8 <= 8u392 / 11.0.0 <= 11.0.21 / 17.0.0 <= 17.0.9 / 21.0.0 <= 21.0.1 Multiple Vulnerabilities (2024-01-16,High,7.5,"CVE-2024-20918, CVE-2024-20919, CVE-2024-20921, CVE-2024-20926, CVE-2024-20932, CVE-2024-20945, CVE-2024-20952",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : qt5-qtbase (2024-d9be3edddb),Critical,9.8,CVE-2024-25580,Fedora,freshly installed,Desktop,Nessus
Fedora 39 : firefox (2024-14dea9640b),High,8.8,"CVE-2024-0741, CVE-2024-0742, CVE-2024-0743, CVE-2024-0744, CVE-2024-0745, CVE-2024-0746, CVE-2024-0747, CVE-2024-0748, CVE-2024-0749, CVE-2024-0750, CVE-2024-0751, CVE-2024-0752, CVE-2024-0753, CVE-2024-0754, CVE-2024-0755",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : qt5-qtbase (2024-d9be3edddb),Critical,9.8,CVE-2024-25580,Fedora,freshly installed,Server,Nessus
Fedora 39 : gnutls (2024-80428c408c),High,7.5,"CVE-2023-5981, CVE-2024-0553, CVE-2024-0567",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : dnsmasq (2024-b359bbdf87),High,7,,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : selinux-policy (2024-334b3be641),High,7,,Fedora,freshly installed,Laptop,Nessus
Fedora 39 : glibc (2024-aec80d6e8a),High,7.8,"CVE-2023-6246, CVE-2023-6779, CVE-2023-6780",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel (2024-50ab089b1d),High,7.5,"CVE-2023-46838, CVE-2023-6356, CVE-2023-6535, CVE-2023-6536",Fedora,freshly installed,Laptop,Nessus
Fedora 39 : kernel / kernel-headers (2024-2116a8468b),High,7.8,"CVE-2023-6679, CVE-2024-1086, CVE-2024-23849",Fedora,freshly installed,Laptop,Nessus
